feature,pass_n,fail_n,pass_mean,fail_mean,mean_diff,standardized_mean_diff,mannwhitney_u,p_value,abs_standardized_mean_diff
feature_139,1449,104,417.10420082815733,412.0683432692307,-5.035857558926637,-0.018732935604846564,74400.0,0.8301693067365781,0.018732935604846564
feature_586,1462,104,0.02144473324213406,0.02165096153846154,0.0002062282963274792,0.017280215671796526,78519.0,0.5755929092207551,0.017280215671796526
feature_297,1462,103,2346.191855061559,2295.0653291262133,-51.12652593534585,-0.016727486571090522,77476.0,0.6224857508805857,0.016727486571090522
feature_495,1463,104,6.810894736842105,6.764652884615385,-0.046241852226719615,-0.01666048630625112,76396.0,0.9428760012537648,0.01666048630625112
feature_549,1221,86,0.6624850122850122,0.6742093023255815,0.011724290040569296,0.016551318065460802,54691.5,0.5175218958311611,0.016551318065460802
feature_320,1462,104,0.04307701778385773,0.043497115384615384,0.0004200976007576532,0.015717452393032506,76679.0,0.8832228425147363,0.015717452393032506
feature_184,1462,104,0.1447218878248974,0.1461307692307692,0.001408881405871809,0.015093744352457346,76948.5,0.8357238488539912,0.015093744352457346
feature_15,1460,104,413.0992897260274,412.8999653846153,-0.19932434141207978,-0.014644334112872082,77914.0,0.6541691418322373,0.014644334112872082
feature_177,1462,104,0.3950335157318741,0.39091346153846157,-0.004120054193412548,-0.014627940080522584,74209.5,0.6839273954741971,0.014627940080522584
feature_391,1439,104,0.010949061848505907,0.011051923076923079,0.00010286122841717156,0.014484166679962666,70925.0,0.3737980967471486,0.014484166679962666
feature_393,1463,104,0.1340237867395762,0.1335076923076923,-0.0005160944318839122,-0.014296614624323288,75599.5,0.9149837564483958,0.014296614624323288
feature_448,1462,104,0.332493365253078,0.3291317307692307,-0.003361634483847298,-0.01427018403847066,74124.5,0.6699760860864847,0.01427018403847066
feature_171,1462,104,0.12000896032831737,0.12083942307692307,0.0008304627486056954,0.01415845628519572,78026.0,0.6532981128136806,0.01415845628519572
feature_306,1462,104,0.04860047879616963,0.048941346153846155,0.000340867357676522,0.01404476634716486,78298.5,0.6098098776443134,0.01404476634716486
feature_350,1439,104,0.023189993050729676,0.023369230769230767,0.00017923771850109071,0.013310880816287844,75758.5,0.8321556893089354,0.013310880816287844
feature_16,1460,104,9.906091575342467,9.928818269230769,0.022726693888301952,0.012619474106514941,82641.0,0.13098574033148772,0.012619474106514941
feature_312,1462,104,0.16014876880984955,0.15867403846153844,-0.0014747303483111096,-0.012588135163733931,74062.5,0.6598675531650233,0.012588135163733931
feature_289,1460,104,2.5797009589041098,2.563083653846154,-0.01661730505795589,-0.012579847717280917,74658.0,0.776806309128329,0.012579847717280917
feature_41,1439,104,3.351491869353718,3.374849038461538,0.02335716910782004,0.012361095834476117,78529.5,0.3989947674465105,0.012361095834476117
feature_566,1214,80,2.61009176276771,2.6226737499999997,0.012581987232289649,0.012118381302805153,49157.0,0.8516995622781649,0.012118381302805153
feature_589,1462,104,99.73649466484267,98.7362375,-1.0002571648426652,-0.011406238259100789,79153.0,0.48260893713438335,0.011406238259100789
feature_367,1457,104,0.003775497597803706,0.0037423076923076923,-3.318990549601355e-05,-0.011196292367747857,75736.5,0.9951471784054156,0.011196292367747857
feature_1,1457,103,2495.906115305422,2495.059708737865,-0.8464065675570964,-0.011088822734351043,74765.0,0.9512724698170486,0.011088822734351043
feature_156,1463,104,0.05804313055365686,0.05872788461538462,0.0006847540617277575,0.010892135174059823,77140.5,0.8113940410622119,0.010892135174059823
feature_94,1457,104,-2.9032258064516133e-05,-3.076923076923078e-05,-1.7369727047146482e-06,-0.01075464846021745,73805.0,0.6501586046576929,0.01075464846021745
feature_212,1439,104,0.05141091035441279,0.05172500000000001,0.00031408964558721914,0.01057212069133902,75916.5,0.8041792231392162,0.01057212069133902
feature_36,1462,104,49.418170177838576,49.40612884615385,-0.012041331684727652,-0.009936164162127007,80080.0,0.36274318752846535,0.009936164162127007
feature_34,1462,104,50.58183891928865,50.59387980769231,0.012040888403660688,0.009935806567678384,71976.5,0.36374996104092794,0.009935806567678384
feature_39,1462,104,118.68057920656635,118.66514807692307,-0.015431129643275199,-0.009013903892575682,73710.5,0.6036965372934938,0.009013903892575682
feature_154,1460,104,7.695783835616439,7.728674038461538,0.032890202845099026,0.007612779555468401,76048.5,0.977052757443136,0.007612779555468401
feature_71,1457,104,104.3462796156486,104.08742115384615,-0.258858461802447,-0.00748966658840064,71056.5,0.2892090055809914,0.00748966658840064
feature_308,1462,104,0.21842879616963062,0.21820961538461542,-0.000219180785015205,-0.006764869433932263,74600.0,0.7493711965091637,0.006764869433932263
feature_570,1463,104,530.5313482570061,530.4149557692308,-0.11639248777532885,-0.0059947933495474665,79184.5,0.48577241264757487,0.0059947933495474665
feature_113,1463,104,0.94541989063568,0.9454846153846154,6.472474893537417e-05,0.005489538616328233,78468.5,0.5916359041170305,0.005489538616328233
feature_223,1463,104,122.86227505126452,122.6256576923077,-0.23661735895682057,-0.004950758755002805,76783.5,0.8740141177656682,0.004950758755002805
feature_472,1456,104,137.87286449175824,138.1059826923077,0.23311820054945542,0.004765336919823796,75772.0,0.9893036444018956,0.004765336919823796
feature_456,1462,104,12.323816894664844,12.351951923076923,0.02813502841207871,0.003945340660161725,75039.5,0.8252236949693124,0.003945340660161725
feature_2,1449,104,2200.5548855762595,2200.441876923077,-0.11300865318253273,-0.0037220148675088634,70696.5,0.2924136347751791,0.0037220148675088634
feature_427,1460,104,4.0578919178082185,4.067049038461539,0.009157120653320305,0.0037218758171096056,76055.5,0.9757982048280025,0.0037218758171096056
feature_108,1457,104,-0.010804941660947151,-0.010559615384615388,0.0002453262763317636,0.0028176801148262036,74844.5,0.8360617021229586,0.0028176801148262036
feature_105,1457,104,-0.0004982841455044612,-0.0004923076923076923,5.976453196768943e-06,0.0019610477375742747,77371.5,0.717423961357021,0.0019610477375742747
feature_429,1463,104,4.1713712235133285,4.178489423076924,0.007118199563595162,0.001417643184635646,77062.0,0.8250753448666337,0.001417643184635646
feature_132,1455,104,2.3185394501718215,2.3186173076923073,7.785752048583561e-05,0.0013889924331781818,78281.5,0.5545521149564234,0.0013889924331781818
feature_291,1463,104,0.01992617908407382,0.019926923076923078,7.439928492586345e-07,3.659180119516577e-05,76513.0,0.9220141733651284,3.659180119516577e-05
